SID,article_number,value,Tone,Arousal,sharing_type,sharing
s337,29,"This is primarily an attack on my home state, California, which was granted a waiver for decades to control pollution. Pollution is linked to health problems and increased risk of death, and rolling back emissions standards would affect me personally.",0,4,msg_share_broad,50
s344,64,Getting your prtien form plants can help prolong your life and decrease the chance of getting ill.,1,2,msg_share_narrow,57
s344,64,Getting your prtien form plants can help prolong your life and decrease the chance of getting ill.,1,2,msg_share_broad,66
s344,60,I think this will be good mothers. It will help improve the strength of your child's teeth when he/she is growing,1,2,msg_share_narrow,65
s344,60,I think this will be good mothers. It will help improve the strength of your child's teeth when he/she is growing,1,2,msg_share_broad,67
s344,66,It is important to pay attention to your nutritional needs in order to stay healthy. Not all can have Gluton-free diets.,1,2,msg_share_broad,56
s344,66,It is important to pay attention to your nutritional needs in order to stay healthy. Not all can have Gluton-free diets.,1,2,msg_share_narrow,60
s344,61,This a move that would help us and our environment. Their is a possibility this is better than our previous experiences.,1,2,msg_share_broad,44
s344,61,This a move that would help us and our environment. Their is a possibility this is better than our previous experiences.,1,2,msg_share_narrow,52
s344,68,This is quite interesting. Bananas are actually much more natural and effective than the usual sport energy drinks.,1,4,msg_share_narrow,73
s344,68,This is quite interesting. Bananas are actually much more natural and effective than the usual sport energy drinks.,1,4,msg_share_broad,75
s344,67,This is really bad for our environment. We need to pay more attention on how we trash plastics on the street.,0,2,msg_share_narrow,60
s344,67,This is really bad for our environment. We need to pay more attention on how we trash plastics on the street.,0,2,msg_share_broad,69
s344,62,This is to inspire everyone out there. It is important to always try something new even if it means leaving your comfort zone.,1,4,msg_share_narrow,38
s344,62,This is to inspire everyone out there. It is important to always try something new even if it means leaving your comfort zone.,1,4,msg_share_broad,44
s344,65,"This is very inspiring. I admire her courage, she is an advocate of Global climate change and she is bent on achieving her cause.",1,4,msg_share_broad,55
s344,65,"This is very inspiring. I admire her courage, she is an advocate of Global climate change and she is bent on achieving her cause.",1,4,msg_share_narrow,57
s344,69,Waste managers often call this wishful recycling but it is wrong. Because it can do more harm than good.,0,2,msg_share_narrow,61
s344,69,Waste managers often call this wishful recycling but it is wrong. Because it can do more harm than good.,0,2,msg_share_broad,68
s344,63,We should pay attention to our environment and know when to do the needful. Cut your invasive grasses while you can.,1,2,msg_share_narrow,67
s344,63,We should pay attention to our environment and know when to do the needful. Cut your invasive grasses while you can.,1,2,msg_share_broad,75
s348,91,Climate change is damaging,0,2,msg_share_broad,73
s348,91,Climate change is damaging,0,2,msg_share_narrow,75
s348,99,Climate change will bring doom on earth,0,4,msg_share_broad,64
s348,99,Climate change will bring doom on earth,0,4,msg_share_narrow,66
s348,92,I agree. One need to monitor what the kids eat,0,2,msg_share_narrow,47
s348,92,I agree. One need to monitor what the kids eat,0,2,msg_share_broad,48
s348,97,I hope we do something about climate change soon,1,2,msg_share_broad,85
s348,97,I hope we do something about climate change soon,1,2,msg_share_narrow,87
s348,95,It's about time we took climate change seriously,1,4,msg_share_narrow,69
s348,95,It's about time we took climate change seriously,1,4,msg_share_broad,73
s348,96,It's always goof to have moral support to treat eating disorders,1,2,msg_share_narrow,77
s348,96,It's always goof to have moral support to treat eating disorders,1,2,msg_share_broad,78
s348,98,There is a lot of pressure on the bone,0,2,msg_share_broad,69
s348,98,There is a lot of pressure on the bone,0,2,msg_share_narrow,78
s348,90,This sense of hearing is very important and I don't think we realize just how much we need it,1,2,msg_share_narrow,46
s348,90,This sense of hearing is very important and I don't think we realize just how much we need it,1,2,msg_share_broad,52
s348,94,We all need to cut down on those sugary liquid,1,2,msg_share_narrow,70
s348,94,We all need to cut down on those sugary liquid,1,2,msg_share_broad,80
s348,93,We need to use more of renewable energy and reduce climate change in the process,1,2,msg_share_broad,81
s348,93,We need to use more of renewable energy and reduce climate change in the process,1,2,msg_share_narrow,81
s352,59,Minimising the impact of climate change which will reduce land been underwater.,1,2,msg_share_narrow,92
s352,59,Minimising the impact of climate change which will reduce land been underwater.,1,2,msg_share_broad,93
s352,54,The article matters to people I know because it help to reduce the risk of cancer by reduction of weight,1,2,msg_share_narrow,90
s352,54,The article matters to people I know because it help to reduce the risk of cancer by reduction of weight,1,2,msg_share_broad,92
s352,57,The article matters to people I know because the article talks about the effect of plastic bags or paper,1,2,msg_share_narrow,88
s352,57,The article matters to people I know because the article talks about the effect of plastic bags or paper,1,2,msg_share_broad,91
s352,58,This article describes the uses of an product which monitors the heart,1,2,msg_share_narrow,95
s352,58,This article describes the uses of an product which monitors the heart,1,2,msg_share_broad,97
s352,56,This article help will help people to be fit and it will help to improve someone's health,1,2,msg_share_narrow,88
s352,56,This article help will help people to be fit and it will help to improve someone's health,1,2,msg_share_broad,93
s352,51,This article is about how to reduce carbon footprint,1,2,msg_share_broad,91
s352,51,This article is about how to reduce carbon footprint,1,2,msg_share_narrow,92
s352,50,This article is about the variety of meat that has the lowest cholesterol level,1,2,msg_share_broad,81
s352,50,This article is about the variety of meat that has the lowest cholesterol level,1,2,msg_share_narrow,81
s352,52,This article is all about the effect of processed meat,1,2,msg_share_broad,93
s352,52,This article is all about the effect of processed meat,1,2,msg_share_narrow,93
s352,55,This article matters because it will help to reduce climate change with the aid of recycling,1,2,msg_share_narrow,87
s352,55,This article matters because it will help to reduce climate change with the aid of recycling,1,2,msg_share_broad,88
s352,53,This article matters to people I know because it will make them to knw more about climate change,1,2,msg_share_narrow,87
s352,53,This article matters to people I know because it will make them to knw more about climate change,1,2,msg_share_broad,89
s358,2,It influenced in my life,0,2,msg_share_narrow,19
s358,2,It influenced in my life,0,2,msg_share_broad,34
s358,8,It made a big impact on my health,1,2,msg_share_broad,37
s358,8,It made a big impact on my health,1,2,msg_share_narrow,50
s358,4,It was awareness to me,1,2,msg_share_narrow,62
s358,4,It was awareness to me,1,2,msg_share_broad,73
s358,3,It was indirectly influenced in my life,1,2,msg_share_broad,31
s358,3,It was indirectly influenced in my life,1,2,msg_share_narrow,80
s358,7,It was terrible and made me worried,0,4,msg_share_narrow,50
s358,7,It was terrible and made me worried,0,4,msg_share_broad,67
s358,6,It was very useful health tip,1,2,msg_share_broad,30
s358,6,It was very useful health tip,1,2,msg_share_narrow,66
s358,5,Science made a big impact in scientists life,1,2,msg_share_narrow,50
s358,5,Science made a big impact in scientists life,1,2,msg_share_broad,65
s358,1,This article about wind turbine was good,1,2,msg_share_broad,39
s358,1,This article about wind turbine was good,1,2,msg_share_narrow,70
s358,9,This climate change may affect me,0,2,msg_share_narrow,54
s358,9,This climate change may affect me,0,2,msg_share_broad,69
s358,0,Very useful tip to weight loss,1,1,msg_share_narrow,26
s358,0,Very useful tip to weight loss,1,1,msg_share_broad,48
s361,24,"A cancer researcher is crowdsourcing the startup of a new company that seeks to help him individually treat his own multiple myeloma, a form of cancer.",1,4,msg_share_broad,0
s361,24,"A cancer researcher is crowdsourcing the startup of a new company that seeks to help him individually treat his own multiple myeloma, a form of cancer.",1,4,msg_share_narrow,0
s361,22,Foods that are rich in flavonoids may help to lower the risk of cancer and cardiovascular-related causes of death.,1,2,msg_share_broad,0
s361,22,Foods that are rich in flavonoids may help to lower the risk of cancer and cardiovascular-related causes of death.,1,2,msg_share_narrow,53
s361,29,"I don't know if this article would matter to people whom I know, because no one in my immediate group of friends or family are car enthusiasts beyond using them to commute and as needed to support a lifestyle.",1,2,msg_share_broad,0
s361,29,"I don't know if this article would matter to people whom I know, because no one in my immediate group of friends or family are car enthusiasts beyond using them to commute and as needed to support a lifestyle.",1,2,msg_share_narrow,0
s361,25,"I have a dear friend who lives in Louisiana, which is very flood prone, and information regarding floods always makes me think of him.",0,2,msg_share_broad,0
